TITLE= "Bladeprofiles"
VARIABLES= "X" "Y" "Z" "R" "TH" "RTH" "M" "MP" "BETA" "S" "T" 
ZONE T="Bladeprofile 1" I= 396,J=1,F=POINT
       90.26800548	        61.87538740	       242.46150730	      109.43891620	         0.60090289	        65.76216076	      459.85721490	         4.05634581	         0.00000000	         0.00000000	         0.00000000
       89.47388861	        63.19047186	       240.88150922	      109.53817817	         0.61490485	        67.35555654	      458.27410589	         4.04188731	         0.00000000	         0.00000000	         0.00000000
       88.65373601	        64.51334804	       239.31966144	      109.64240505	         0.62907587	        68.97339119	      456.70878697	         4.02760441	         0.00000000	         0.00000000	         0.00000000
       87.79356086	        65.84628929	       237.78913291	      109.74262227	         0.64350926	        70.62039403	      455.17498049	         4.01362179	         0.00000000	         0.00000000	         0.00000000
       86.90059736	        67.18294139	       236.27725891	      109.84198394	         0.65812258	        72.28949038	      453.65984478	         3.99982178	         0.00000000	         0.00000000	         0.00000000
       85.97153992	        68.52409188	       234.79111136	      109.93933256	         0.67294296	        73.98289956	      452.17051251	         3.98626880	         0.00000000	         0.00000000	         0.00000000
       85.00707520	        69.86700934	       233.32843916	      110.03454834	         0.68795054	        75.69832661	      450.70474501	         3.97294184	         0.00000000	         0.00000000	         0.00000000
       84.00659143	        71.21043769	       231.89019128	      110.12735282	         0.70314377	        77.43536242	      449.26350694	         3.95984902	         0.00000000	         0.00000000	         0.00000000
       82.97009584	        72.55256642	       230.47644997	      110.21756529	         0.71851408	        79.19287262	      447.84689140	         3.94699050	         0.00000000	         0.00000000	         0.00000000
       81.89780134	        73.89154162	       229.08709659	      110.30507598	         0.73405176	        80.96963516	      446.45478621	         3.93436460	         0.00000000	         0.00000000	         0.00000000
       80.50755801	        75.55795067	       227.38593804	      110.41046511	         0.75369386	        83.21568921	      444.75036860	         3.91891958	         0.00000000	         0.00000000	         0.00000000
       79.06110857	        77.21477531	       225.72269482	      110.51144924	         0.77358414	        85.48990413	      443.08406550	         3.90383399	         0.00000000	         0.00000000	         0.00000000
       77.45762687	        78.96714223	       223.99102759	      110.61416506	         0.79504797	        87.94356720	      441.34935834	         3.88814352	         0.00000000	         0.00000000	         0.00000000
       76.00333310	        80.48568248	       222.51127850	      110.69982713	         0.81403355	        90.11337375	      439.86713563	         3.87474814	         0.00000000	         0.00000000	         0.00000000
       74.71918300	        81.77454165	       221.26846712	      110.77017636	         0.83045163	        91.98927317	      438.62233827	         3.86350635	         0.00000000	         0.00000000	         0.00000000
       73.40028116	        83.05058423	       220.04905952	      110.83772289	         0.84700276	        93.87985684	      437.40106490	         3.85248385	         0.00000000	         0.00000000	         0.00000000
       72.04680877	        84.31264233	       218.85299874	      110.90249912	         0.86368422	        95.78473886	      436.20325503	         3.84167954	         0.00000000	         0.00000000	         0.00000000
       70.65935440	        85.55931771	       217.67941548	      110.96459440	         0.88048940	        97.70314866	      435.02803397	         3.83108503	         0.00000000	         0.00000000	         0.00000000
       69.23796471	        86.78966607	       216.52828876	      111.02405997	         0.89741822	        99.63501430	      433.87537626	         3.82069960	         0.00000000	         0.00000000	         0.00000000
       67.78323535	        88.00237091	       215.39907028	      111.08098073	         0.91446490	       101.57965740	      432.74472818	         3.81051780	         0.00000000	         0.00000000	         0.00000000
       66.29518156	        89.19657376	       214.29189480	      111.13541231	         0.93163047	       103.53713690	      431.63621974	         3.80054038	         0.00000000	         0.00000000	         0.00000000
       64.77441138	        90.37105728	       213.20587336	      111.18746496	         0.94891000	       105.50689695	      430.54895585	         3.79075886	         0.00000000	         0.00000000	         0.00000000
       63.22114602	        91.52487403	       212.14106224	      111.23720543	         0.96630292	       107.48883657	      429.48298780	         3.78117330	         0.00000000	         0.00000000	         0.00000000
       61.63592222	        92.65692610	       211.09676911	      111.28473778	         0.98380579	       109.48256967	      428.43761752	         3.77177708	         0.00000000	         0.00000000	         0.00000000
       60.01896625	        93.76631378	       210.07308893	      111.33013028	         1.00141864	       111.48806724	      427.41293529	         3.76257065	         0.00000000	         0.00000000	         0.00000000
       58.37007823	        94.85247377	       209.06890408	      111.37350588	         1.01914650	       113.50591925	      426.40781777	         3.75354361	         0.00000000	         0.00000000	         0.00000000
       56.69211004	        95.91288197	       208.08559395	      111.41488351	         1.03696206	       115.53300677	      425.42364101	         3.74470800	         0.00000000	         0.00000000	         0.00000000
       54.98297745	        96.94821064	       207.12159489	      111.45440034	         1.05489091	       117.57223364	      424.45883581	         3.73604946	         0.00000000	         0.00000000	         0.00000000
       53.24406148	        97.95696802	       206.17662297	      111.49214173	         1.07292215	       119.62238828	      423.51311388	         3.72756512	         0.00000000	         0.00000000	         0.00000000
       51.47590801	        98.93819286	       205.25066081	      111.52818080	         1.09105391	       121.68325803	      422.58645394	         3.71925455	         0.00000000	         0.00000000	         0.00000000
